Niveau,Leçon,Titre_Leçon,Position,Forme_JP,Traduction_EN,Traduction_FR,URL_EN,URL_FR,URL_JA
N3,Leçon 10,Nuances idiomatiques,18/20,という理由で,"For (that) reason, On the grounds",Pour cette raison,https://bunpro.jp/grammar_points/%E3%81%A8%E3%81%84%E3%81%86%E7%90%86%E7%94%B1%E3%81%A7,https://bunpro.jp/fr/grammar_points/%E3%81%A8%E3%81%84%E3%81%86%E7%90%86%E7%94%B1%E3%81%A7,https://bunpro.jp/ja/grammar_points/%E3%81%A8%E3%81%84%E3%81%86%E7%90%86%E7%94%B1%E3%81%A7
N3,Leçon 10,Nuances idiomatiques,19/20,は～となっている,"Has become, Has been established","Est devenu, Il a été établi",https://bunpro.jp/grammar_points/%E3%81%AF-%E3%81%A8%E3%81%AA%E3%81%A3%E3%81%A6%E3%81%84%E3%82%8B,https://bunpro.jp/fr/grammar_points/%E3%81%AF-%E3%81%A8%E3%81%AA%E3%81%A3%E3%81%A6%E3%81%84%E3%82%8B,https://bunpro.jp/ja/grammar_points/%E3%81%AF-%E3%81%A8%E3%81%AA%E3%81%A3%E3%81%A6%E3%81%84%E3%82%8B
N3,Leçon 10,Nuances idiomatiques,20/20,左右する,"Influence, Impact, Control","Influencer, Avoir un impact sur",https://bunpro.jp/grammar_points/%E5%B7%A6%E5%8F%B3%E3%81%99%E3%82%8B,https://bunpro.jp/fr/grammar_points/%E5%B7%A6%E5%8F%B3%E3%81%99%E3%82%8B,https://bunpro.jp/ja/grammar_points/%E5%B7%A6%E5%8F%B3%E3%81%99%E3%82%8B
N2,Leçon 1,Possibilités et Intentions,1/24,得る,"Is able to, Can, Possible","Être capable de, Possible",https://bunpro.jp/grammar_points/%E5%BE%97%E3%82%8B-%E5%BE%97%E3%82%8B,https://bunpro.jp/fr/grammar_points/%E5%BE%97%E3%82%8B-%E5%BE%97%E3%82%8B,https://bunpro.jp/ja/grammar_points/%E5%BE%97%E3%82%8B-%E5%BE%97%E3%82%8B
N2,Leçon 1,Possibilités et Intentions,2/24,得ない,"Unable to, Cannot",Incapable de,https://bunpro.jp/grammar_points/%E5%BE%97%E3%81%AA%E3%81%84,https://bunpro.jp/fr/grammar_points/%E5%BE%97%E3%81%AA%E3%81%84,https://bunpro.jp/ja/grammar_points/%E5%BE%97%E3%81%AA%E3%81%84
N2,Leçon 1,Possibilités et Intentions,3/24,ざるを得ない,"Can't help doing, Have no choice",Ne peut s'empêcher de,https://bunpro.jp/grammar_points/%E3%81%96%E3%82%8B%E3%82%92%E5%BE%97%E3%81%AA%E3%81%84,https://bunpro.jp/fr/grammar_points/%E3%81%96%E3%82%8B%E3%82%92%E5%BE%97%E3%81%AA%E3%81%84,https://bunpro.jp/ja/grammar_points/%E3%81%96%E3%82%8B%E3%82%92%E5%BE%97%E3%81%AA%E3%81%84
N2,Leçon 1,Possibilités et Intentions,4/24,つもりで,"With the intention of, Instead of",Avec l'intention de,https://bunpro.jp/grammar_points/%E3%81%A4%E3%82%82%E3%82%8A%E3%81%A7,https://bunpro.jp/fr/grammar_points/%E3%81%A4%E3%82%82%E3%82%8A%E3%81%A7,https://bunpro.jp/ja/grammar_points/%E3%81%A4%E3%82%82%E3%82%8A%E3%81%A7
N2,Leçon 1,Possibilités et Intentions,5/24,どうせ,"Anyhow, In any case, Probably",De toute façon,https://bunpro.jp/grammar_points/%E3%81%A9%E3%81%86%E3%81%9B,https://bunpro.jp/fr/grammar_points/%E3%81%A9%E3%81%86%E3%81%9B,https://bunpro.jp/ja/grammar_points/%E3%81%A9%E3%81%86%E3%81%9B
N2,Leçon 1,Possibilités et Intentions,6/24,せめて,At least,Au moins,https://bunpro.jp/grammar_points/%E3%81%9B%E3%82%81%E3%81%A6,https://bunpro.jp/fr/grammar_points/%E3%81%9B%E3%82%81%E3%81%A6,https://bunpro.jp/ja/grammar_points/%E3%81%9B%E3%82%81%E3%81%A6
N2,Leçon 1,Possibilités et Intentions,7/24,どうやら,"Apparently, Looks Like","Apparemment, On dirait que",https://bunpro.jp/grammar_points/%E3%81%A9%E3%81%86%E3%82%84%E3%82%89,https://bunpro.jp/fr/grammar_points/%E3%81%A9%E3%81%86%E3%82%84%E3%82%89,https://bunpro.jp/ja/grammar_points/%E3%81%A9%E3%81%86%E3%82%84%E3%82%89
N2,Leçon 1,Possibilités et Intentions,8/24,なにやら,"Something, Some kind of","Quelque chose, Une sorte de",https://bunpro.jp/grammar_points/%E3%81%AA%E3%81%AB%E3%82%84%E3%82%89,https://bunpro.jp/fr/grammar_points/%E3%81%AA%E3%81%AB%E3%82%84%E3%82%89,https://bunpro.jp/ja/grammar_points/%E3%81%AA%E3%81%AB%E3%82%84%E3%82%89
N2,Leçon 1,Possibilités et Intentions,9/24,よりほかない,"No other way than, Have to",N'avoir d'autre choix que,https://bunpro.jp/grammar_points/%E3%82%88%E3%82%8A%E3%81%BB%E3%81%8B%E3%81%AA%E3%81%84,https://bunpro.jp/fr/grammar_points/%E3%82%88%E3%82%8A%E3%81%BB%E3%81%8B%E3%81%AA%E3%81%84,https://bunpro.jp/ja/grammar_points/%E3%82%88%E3%82%8A%E3%81%BB%E3%81%8B%E3%81%AA%E3%81%84
N2,Leçon 1,Possibilités et Intentions,10/24,一応①,"Just in case, Just to be sure",Juste au cas où,https://bunpro.jp/grammar_points/%E4%B8%80%E5%BF%9C1,https://bunpro.jp/fr/grammar_points/%E4%B8%80%E5%BF%9C1,https://bunpro.jp/ja/grammar_points/%E4%B8%80%E5%BF%9C1
N2,Leçon 1,Possibilités et Intentions,11/24,確かに,"Surely, Certainly","Certainement, Assurément",https://bunpro.jp/grammar_points/%E7%A2%BA%E3%81%8B%E3%81%AB,https://bunpro.jp/fr/grammar_points/%E7%A2%BA%E3%81%8B%E3%81%AB,https://bunpro.jp/ja/grammar_points/%E7%A2%BA%E3%81%8B%E3%81%AB
N2,Leçon 1,Possibilités et Intentions,12/24,一応②,"More or less, For the time being","Plus ou moins, Pour l'instant",https://bunpro.jp/grammar_points/%E4%B8%80%E5%BF%9C2,https://bunpro.jp/fr/grammar_points/%E4%B8%80%E5%BF%9C2,https://bunpro.jp/ja/grammar_points/%E4%B8%80%E5%BF%9C2
N2,Leçon 1,Possibilités et Intentions,13/24,に相違ない,"Without a doubt, Certainly",Sans aucun doute,https://bunpro.jp/grammar_points/%E3%81%AB%E7%9B%B8%E9%81%95%E3%81%AA%E3%81%84,https://bunpro.jp/fr/grammar_points/%E3%81%AB%E7%9B%B8%E9%81%95%E3%81%AA%E3%81%84,https://bunpro.jp/ja/grammar_points/%E3%81%AB%E7%9B%B8%E9%81%95%E3%81%AA%E3%81%84
N2,Leçon 1,Possibilités et Intentions,14/24,万が一,"Just in case, Worst-case scenario","Au cas où, Dans le pire des cas",https://bunpro.jp/grammar_points/%E4%B8%87%E3%81%8C%E4%B8%80,https://bunpro.jp/fr/grammar_points/%E4%B8%87%E3%81%8C%E4%B8%80,https://bunpro.jp/ja/grammar_points/%E4%B8%87%E3%81%8C%E4%B8%80
N2,Leçon 1,Possibilités et Intentions,15/24,様がない,"There's no way to, Impossible",Il n'y a pas moyen de,https://bunpro.jp/grammar_points/%E3%82%88%E3%81%86%E3%81%8C%E3%81%AA%E3%81%84%E3%83%BB%E3%82%88%E3%81%86%E3%82%82%E3%81%AA%E3%81%84,https://bunpro.jp/fr/grammar_points/%E3%82%88%E3%81%86%E3%81%8C%E3%81%AA%E3%81%84%E3%83%BB%E3%82%88%E3%81%86%E3%82%82%E3%81%AA%E3%81%84,https://bunpro.jp/ja/grammar_points/%E3%82%88%E3%81%86%E3%81%8C%E3%81%AA%E3%81%84%E3%83%BB%E3%82%88%E3%81%86%E3%82%82%E3%81%AA%E3%81%84
N2,Leçon 1,Possibilités et Intentions,16/24,に他ならない,"Nothing but, None other than",Rien d'autre que,https://bunpro.jp/grammar_points/%E3%81%AB%E3%81%BB%E3%81%8B%E3%81%AA%E3%82%89%E3%81%AA%E3%81%84,https://bunpro.jp/fr/grammar_points/%E3%81%AB%E3%81%BB%E3%81%8B%E3%81%AA%E3%82%89%E3%81%AA%E3%81%84,https://bunpro.jp/ja/grammar_points/%E3%81%AB%E3%81%BB%E3%81%8B%E3%81%AA%E3%82%89%E3%81%AA%E3%81%84
N2,Leçon 1,Possibilités et Intentions,17/24,っこない,"There is no chance, Impossible",Il n'y a aucune chance,https://bunpro.jp/grammar_points/%E3%81%A3%E3%81%93%E3%81%AA%E3%81%84,https://bunpro.jp/fr/grammar_points/%E3%81%A3%E3%81%93%E3%81%AA%E3%81%84,https://bunpro.jp/ja/grammar_points/%E3%81%A3%E3%81%93%E3%81%AA%E3%81%84
N2,Leçon 1,Possibilités et Intentions,18/24,それなら,"Then, If that's the case","Alors, Si c'est le cas",https://bunpro.jp/grammar_points/%E3%81%9D%E3%82%8C%E3%81%AA%E3%82%89,https://bunpro.jp/fr/grammar_points/%E3%81%9D%E3%82%8C%E3%81%AA%E3%82%89,https://bunpro.jp/ja/grammar_points/%E3%81%9D%E3%82%8C%E3%81%AA%E3%82%89
N2,Leçon 1,Possibilités et Intentions,19/24,ものなら①,"If one could, If possible","Si, Si seulement",https://bunpro.jp/grammar_points/%E3%82%82%E3%81%AE%E3%81%AA%E3%82%89%E2%91%A0,https://bunpro.jp/fr/grammar_points/%E3%82%82%E3%81%AE%E3%81%AA%E3%82%89%E2%91%A0,https://bunpro.jp/ja/grammar_points/%E3%82%82%E3%81%AE%E3%81%AA%E3%82%89%E2%91%A0
N2,Leçon 1,Possibilités et Intentions,20/24,に任せる,"Leave up to, Entrust to",Laisser à la charge de,https://bunpro.jp/grammar_points/%E3%82%92-%E3%81%AB%E4%BB%BB%E3%81%9B%E3%82%8B,https://bunpro.jp/fr/grammar_points/%E3%82%92-%E3%81%AB%E4%BB%BB%E3%81%9B%E3%82%8B,https://bunpro.jp/ja/grammar_points/%E3%82%92-%E3%81%AB%E4%BB%BB%E3%81%9B%E3%82%8B
N2,Leçon 1,Possibilités et Intentions,21/24,活かす,"To make use of, To capitalize on","Mettre à profit, Tirer parti de",https://bunpro.jp/grammar_points/%E6%B4%BB%E3%81%8B%E3%81%99,https://bunpro.jp/fr/grammar_points/%E6%B4%BB%E3%81%8B%E3%81%99,https://bunpro.jp/ja/grammar_points/%E6%B4%BB%E3%81%8B%E3%81%99
N2,Leçon 1,Possibilités et Intentions,22/24,まい,"Won't, Intend not to, Probably not",Ne pas avoir l'intention de,https://bunpro.jp/grammar_points/%E3%81%BE%E3%81%84,https://bunpro.jp/fr/grammar_points/%E3%81%BE%E3%81%84,https://bunpro.jp/ja/grammar_points/%E3%81%BE%E3%81%84
N2,Leçon 1,Possibilités et Intentions,23/24,～ざる,Classical negative form,Négatif classique,https://bunpro.jp/grammar_points/%E3%81%96%E3%82%8B,https://bunpro.jp/fr/grammar_points/%E3%81%96%E3%82%8B,https://bunpro.jp/ja/grammar_points/%E3%81%96%E3%82%8B
N2,Leçon 1,Possibilités et Intentions,24/24,おおよそ,"Approximately, Roughly, About","Approximativement, En gros",https://bunpro.jp/grammar_points/%E3%81%8A%E3%81%8A%E3%82%88%E3%81%9D,https://bunpro.jp/fr/grammar_points/%E3%81%8A%E3%81%8A%E3%82%88%E3%81%9D,https://bunpro.jp/ja/grammar_points/%E3%81%8A%E3%81%8A%E3%82%88%E3%81%9D
N2,Leçon 2,Directions et Indicateurs,1/24,上（じょう）,From the standpoint of,Du point de vue de,https://bunpro.jp/grammar_points/%E4%B8%8A,https://bunpro.jp/fr/grammar_points/%E4%B8%8A,https://bunpro.jp/ja/grammar_points/%E4%B8%8A
N2,Leçon 2,Directions et Indicateurs,2/24,上に,"As well, Besides, In addition to","En outre, De plus",https://bunpro.jp/grammar_points/%E4%B8%8A%E3%81%AB,https://bunpro.jp/fr/grammar_points/%E4%B8%8A%E3%81%AB,https://bunpro.jp/ja/grammar_points/%E4%B8%8A%E3%81%AB
N2,Leçon 2,Directions et Indicateurs,3/24,以上②,"Since, Now that, As long as","Puisque, Maintenant que",https://bunpro.jp/grammar_points/%E4%BB%A5%E4%B8%8A2,https://bunpro.jp/fr/grammar_points/%E4%BB%A5%E4%B8%8A2,https://bunpro.jp/ja/grammar_points/%E4%BB%A5%E4%B8%8A2
N2,Leçon 2,Directions et Indicateurs,4/24,以上に,"More than, No less than","Plus que, Pas moins que",https://bunpro.jp/grammar_points/%E4%BB%A5%E4%B8%8A%E3%81%AB,https://bunpro.jp/fr/grammar_points/%E4%BB%A5%E4%B8%8A%E3%81%AB,https://bunpro.jp/ja/grammar_points/%E4%BB%A5%E4%B8%8A%E3%81%AB
N2,Leçon 2,Directions et Indicateurs,5/24,途中に,"On the way, In the middle of","En chemin, Au milieu de",https://bunpro.jp/grammar_points/%E9%80%94%E4%B8%AD%E3%81%AB%E3%83%BB%E9%80%94%E4%B8%AD%E3%81%A7,https://bunpro.jp/fr/grammar_points/%E9%80%94%E4%B8%AD%E3%81%AB%E3%83%BB%E9%80%94%E4%B8%AD%E3%81%A7,https://bunpro.jp/ja/grammar_points/%E9%80%94%E4%B8%AD%E3%81%AB%E3%83%BB%E9%80%94%E4%B8%AD%E3%81%A7
N2,Leçon 2,Directions et Indicateurs,6/24,中を,"In, Into, Inside of","Dans, Au milieu de",https://bunpro.jp/grammar_points/%E4%B8%AD%E3%82%92,https://bunpro.jp/fr/grammar_points/%E4%B8%AD%E3%82%92,https://bunpro.jp/ja/grammar_points/%E4%B8%AD%E3%82%92
N2,Leçon 2,Directions et Indicateurs,7/24,を中心に,"Focused on, Centered on","Centré sur, Principalement",https://bunpro.jp/grammar_points/%E3%82%92%E4%B8%AD%E5%BF%83%E3%81%AB,https://bunpro.jp/fr/grammar_points/%E3%82%92%E4%B8%AD%E5%BF%83%E3%81%AB,https://bunpro.jp/ja/grammar_points/%E3%82%92%E4%B8%AD%E5%BF%83%E3%81%AB
N2,Leçon 2,Directions et Indicateurs,8/24,その上,"Besides, Furthermore","En outre, Par ailleurs",https://bunpro.jp/grammar_points/%E3%81%9D%E3%81%AE%E4%B8%8A,https://bunpro.jp/fr/grammar_points/%E3%81%9D%E3%81%AE%E4%B8%8A,https://bunpro.jp/ja/grammar_points/%E3%81%9D%E3%81%AE%E4%B8%8A
N2,Leçon 2,Directions et Indicateurs,9/24,上は,"Once, Since, Now that","Une fois que, Puisque",https://bunpro.jp/grammar_points/%E4%B8%8A%E3%81%AF,https://bunpro.jp/fr/grammar_points/%E4%B8%8A%E3%81%AF,https://bunpro.jp/ja/grammar_points/%E4%B8%8A%E3%81%AF
N2,Leçon 2,Directions et Indicateurs,10/24,の下で,"Under, On the basis of","Sous, Sur la base de",https://bunpro.jp/grammar_points/%E3%81%AE%E4%B8%8B%E3%81%A7,https://bunpro.jp/fr/grammar_points/%E3%81%AE%E4%B8%8B%E3%81%A7,https://bunpro.jp/ja/grammar_points/%E3%81%AE%E4%B8%8B%E3%81%A7
N2,Leçon 2,Directions et Indicateurs,11/24,後の + Noun,"Left, Remaining, ...to","Reste de, Restant",https://bunpro.jp/grammar_points/%E5%BE%8C-%E3%81%AEnoun,https://bunpro.jp/fr/grammar_points/%E5%BE%8C-%E3%81%AEnoun,https://bunpro.jp/ja/grammar_points/%E5%BE%8C-%E3%81%AEnoun
N2,Leçon 2,Directions et Indicateurs,12/24,手前,"Before, From one's standpoint","Avant, De son point de vue",https://bunpro.jp/grammar_points/%E6%89%8B%E5%89%8D,https://bunpro.jp/fr/grammar_points/%E6%89%8B%E5%89%8D,https://bunpro.jp/ja/grammar_points/%E6%89%8B%E5%89%8D
N2,Leçon 2,Directions et Indicateurs,13/24,を巡って,"Concerning, About, (Split) over","Concernant, À propos de",https://bunpro.jp/grammar_points/%E3%82%92%E5%B7%A1%E3%81%A3%E3%81%A6,https://bunpro.jp/fr/grammar_points/%E3%82%92%E5%B7%A1%E3%81%A3%E3%81%A6,https://bunpro.jp/ja/grammar_points/%E3%82%92%E5%B7%A1%E3%81%A3%E3%81%A6
N2,Leçon 2,Directions et Indicateurs,14/24,にわたって,"Across, Throughout, Over","À travers, Tout au long de",https://bunpro.jp/grammar_points/%E3%81%AB%E3%82%8F%E3%81%9F%E3%81%A3%E3%81%A6,https://bunpro.jp/fr/grammar_points/%E3%81%AB%E3%82%8F%E3%81%9F%E3%81%A3%E3%81%A6,https://bunpro.jp/ja/grammar_points/%E3%81%AB%E3%82%8F%E3%81%9F%E3%81%A3%E3%81%A6
N2,Leçon 2,Directions et Indicateurs,15/24,に沿って,"Along, In accordance with","Le long de, Conformément à",https://bunpro.jp/grammar_points/%E3%81%AB%E6%B2%BF%E3%81%A3%E3%81%A6,https://bunpro.jp/fr/grammar_points/%E3%81%AB%E6%B2%BF%E3%81%A3%E3%81%A6,https://bunpro.jp/ja/grammar_points/%E3%81%AB%E6%B2%BF%E3%81%A3%E3%81%A6
N2,Leçon 2,Directions et Indicateurs,16/24,～た末,"After, As a conclusion of","Après, En conclusion de",https://bunpro.jp/grammar_points/%E3%81%9F%E6%9C%AB-%E3%81%AE%E6%9C%AB,https://bunpro.jp/fr/grammar_points/%E3%81%9F%E6%9C%AB-%E3%81%AE%E6%9C%AB,https://bunpro.jp/ja/grammar_points/%E3%81%9F%E6%9C%AB-%E3%81%AE%E6%9C%AB
N2,Leçon 2,Directions et Indicateurs,17/24,にしたがって,"As, Following, In accordance with","Selon, Conformément à",https://bunpro.jp/grammar_points/%E3%81%AB%E3%81%97%E3%81%9F%E3%81%8C%E3%81%A3%E3%81%A6,https://bunpro.jp/fr/grammar_points/%E3%81%AB%E3%81%97%E3%81%9F%E3%81%8C%E3%81%A3%E3%81%A6,https://bunpro.jp/ja/grammar_points/%E3%81%AB%E3%81%97%E3%81%9F%E3%81%8C%E3%81%A3%E3%81%A6
N2,Leçon 2,Directions et Indicateurs,18/24,に伴って,"As, Along with, Hand-in-hand","Accompagnant, En parallèle avec",https://bunpro.jp/grammar_points/%E3%81%AB%E4%BC%B4%E3%81%A3%E3%81%A6-%E3%81%AB%E4%BC%B4%E3%81%84,https://bunpro.jp/fr/grammar_points/%E3%81%AB%E4%BC%B4%E3%81%A3%E3%81%A6-%E3%81%AB%E4%BC%B4%E3%81%84,https://bunpro.jp/ja/grammar_points/%E3%81%AB%E4%BC%B4%E3%81%A3%E3%81%A6-%E3%81%AB%E4%BC%B4%E3%81%84
N2,Leçon 2,Directions et Indicateurs,19/24,につき,"Due to, Each or every","En raison de, Par",https://bunpro.jp/grammar_points/%E3%81%AB%E3%81%A4%E3%81%8D,https://bunpro.jp/fr/grammar_points/%E3%81%AB%E3%81%A4%E3%81%8D,https://bunpro.jp/ja/grammar_points/%E3%81%AB%E3%81%A4%E3%81%8D
N2,Leçon 2,Directions et Indicateurs,20/24,につけ,"Whenever, Every time",Chaque fois que,https://bunpro.jp/grammar_points/%E3%81%AB%E3%81%A4%E3%81%91,https://bunpro.jp/fr/grammar_points/%E3%81%AB%E3%81%A4%E3%81%91,https://bunpro.jp/ja/grammar_points/%E3%81%AB%E3%81%A4%E3%81%91
N2,Leçon 2,Directions et Indicateurs,21/24,にかかわる,"Relating to, Concerning","Être lié à, Concernant",https://bunpro.jp/grammar_points/%E3%81%AB%E3%81%8B%E3%81%8B%E3%82%8F%E3%82%8B,https://bunpro.jp/fr/grammar_points/%E3%81%AB%E3%81%8B%E3%81%8B%E3%82%8F%E3%82%8B,https://bunpro.jp/ja/grammar_points/%E3%81%AB%E3%81%8B%E3%81%8B%E3%82%8F%E3%82%8B
N2,Leçon 2,Directions et Indicateurs,22/24,に向かって,"Towards, To face, To head to","Vers, En direction de",https://bunpro.jp/grammar_points/%E3%81%AB%E5%90%91%E3%81%8B%E3%81%A3%E3%81%A6-%E3%81%AB%E5%90%91%E3%81%91%E3%81%A6,https://bunpro.jp/fr/grammar_points/%E3%81%AB%E5%90%91%E3%81%8B%E3%81%A3%E3%81%A6-%E3%81%AB%E5%90%91%E3%81%91%E3%81%A6,https://bunpro.jp/ja/grammar_points/%E3%81%AB%E5%90%91%E3%81%8B%E3%81%A3%E3%81%A6-%E3%81%AB%E5%90%91%E3%81%91%E3%81%A6
N2,Leçon 2,Directions et Indicateurs,23/24,が気になる,"To be interested in, Concerned about","S'intéresser à, S'inquiéter de",https://bunpro.jp/grammar_points/%E3%81%8C%E6%B0%97%E3%81%AB%E3%81%AA%E3%82%8B,https://bunpro.jp/fr/grammar_points/%E3%81%8C%E6%B0%97%E3%81%AB%E3%81%AA%E3%82%8B,https://bunpro.jp/ja/grammar_points/%E3%81%8C%E6%B0%97%E3%81%AB%E3%81%AA%E3%82%8B
N2,Leçon 2,Directions et Indicateurs,24/24,に気をつける,"Take care, Be careful, Pay attention",Faire attention à,https://bunpro.jp/grammar_points/%E3%81%AB%E6%B0%97%E3%82%92%E3%81%A4%E3%81%91%E3%82%8B,https://bunpro.jp/fr/grammar_points/%E3%81%AB%E6%B0%97%E3%82%92%E3%81%A4%E3%81%91%E3%82%8B,https://bunpro.jp/ja/grammar_points/%E3%81%AB%E6%B0%97%E3%82%92%E3%81%A4%E3%81%91%E3%82%8B
N2,Leçon 3,Limites et Restrictions,1/24,も構わず,Without worrying about,Sans se soucier de,https://bunpro.jp/grammar_points/%E3%82%82%E3%81%8B%E3%81%BE%E3%82%8F%E3%81%9A,https://bunpro.jp/fr/grammar_points/%E3%82%82%E3%81%8B%E3%81%BE%E3%82%8F%E3%81%9A,https://bunpro.jp/ja/grammar_points/%E3%82%82%E3%81%8B%E3%81%BE%E3%82%8F%E3%81%9A
N2,Leçon 3,Limites et Restrictions,2/24,兼ねる,"Cannot, Be unable to, Hesitant","Incapable de, Difficile de",https://bunpro.jp/grammar_points/%E3%81%8B%E3%81%AD%E3%82%8B,https://bunpro.jp/fr/grammar_points/%E3%81%8B%E3%81%AD%E3%82%8B,https://bunpro.jp/ja/grammar_points/%E3%81%8B%E3%81%AD%E3%82%8B
N2,Leçon 3,Limites et Restrictions,3/24,を除いて,"Except, With the exception of","Sauf, À l'exception de",https://bunpro.jp/grammar_points/%E3%82%92%E9%99%A4%E3%81%84%E3%81%A6,https://bunpro.jp/fr/grammar_points/%E3%82%92%E9%99%A4%E3%81%84%E3%81%A6,https://bunpro.jp/ja/grammar_points/%E3%82%92%E9%99%A4%E3%81%84%E3%81%A6
N2,Leçon 3,Limites et Restrictions,4/24,兼ねない,"Might, Could be, Possible","Pourrait, Capable de",https://bunpro.jp/grammar_points/%E3%81%8B%E3%81%AD%E3%81%AA%E3%81%84,https://bunpro.jp/fr/grammar_points/%E3%81%8B%E3%81%AD%E3%81%AA%E3%81%84,https://bunpro.jp/ja/grammar_points/%E3%81%8B%E3%81%AD%E3%81%AA%E3%81%84
N2,Leçon 3,Limites et Restrictions,5/24,にかかわらず,"Regardless of, Whether or, No matter","Indépendamment de, Peu importe",https://bunpro.jp/grammar_points/%E3%81%AB%E3%81%8B%E3%81%8B%E3%82%8F%E3%82%89%E3%81%9A,https://bunpro.jp/fr/grammar_points/%E3%81%AB%E3%81%8B%E3%81%8B%E3%82%8F%E3%82%89%E3%81%9A,https://bunpro.jp/ja/grammar_points/%E3%81%AB%E3%81%8B%E3%81%8B%E3%82%8F%E3%82%89%E3%81%9A
N2,Leçon 3,Limites et Restrictions,6/24,にもかかわらず,"Despite, In spite of, Nevertheless","Malgré, En dépit de",https://bunpro.jp/grammar_points/%E3%81%AB%E3%82%82%E3%81%8B%E3%81%8B%E3%82%8F%E3%82%89%E3%81%9A,https://bunpro.jp/fr/grammar_points/%E3%81%AB%E3%82%82%E3%81%8B%E3%81%8B%E3%82%8F%E3%82%89%E3%81%9A,https://bunpro.jp/ja/grammar_points/%E3%81%AB%E3%82%82%E3%81%8B%E3%81%8B%E3%82%8F%E3%82%89%E3%81%9A
N2,Leçon 3,Limites et Restrictions,7/24,に限って,"Particularly when, Only when",Particulièrement quand,https://bunpro.jp/grammar_points/%E3%81%AB%E9%99%90%E3%81%A3%E3%81%A6,https://bunpro.jp/fr/grammar_points/%E3%81%AB%E9%99%90%E3%81%A3%E3%81%A6,https://bunpro.jp/ja/grammar_points/%E3%81%AB%E9%99%90%E3%81%A3%E3%81%A6
N2,Leçon 3,Limites et Restrictions,8/24,に限らず,"Not just, Not only but also",Non seulement... mais aussi,https://bunpro.jp/grammar_points/%E3%81%AB%E9%99%90%E3%82%89%E3%81%9A,https://bunpro.jp/fr/grammar_points/%E3%81%AB%E9%99%90%E3%82%89%E3%81%9A,https://bunpro.jp/ja/grammar_points/%E3%81%AB%E9%99%90%E3%82%89%E3%81%9A
N2,Leçon 3,Limites et Restrictions,9/24,尚①,"Still, Even, Yet","Encore, Même, Toujours",https://bunpro.jp/grammar_points/%E3%81%AA%E3%81%8A1,https://bunpro.jp/fr/grammar_points/%E3%81%AA%E3%81%8A1,https://bunpro.jp/ja/grammar_points/%E3%81%AA%E3%81%8A1
N2,Leçon 3,Limites et Restrictions,10/24,尚②,"In addition, Furthermore, Moreover","En outre, Par ailleurs",https://bunpro.jp/grammar_points/%E3%81%AA%E3%81%8A2,https://bunpro.jp/fr/grammar_points/%E3%81%AA%E3%81%8A2,https://bunpro.jp/ja/grammar_points/%E3%81%AA%E3%81%8A2
N2,Leçon 3,Limites et Restrictions,11/24,限り,"As long as, Limited to","Tant que, Dans la limite de",https://bunpro.jp/grammar_points/%E9%99%90%E3%82%8A,https://bunpro.jp/fr/grammar_points/%E9%99%90%E3%82%8A,https://bunpro.jp/ja/grammar_points/%E9%99%90%E3%82%8A
N2,Leçon 3,Limites et Restrictions,12/24,次第だ,"Depending on, So",Cela dépend de,https://bunpro.jp/grammar_points/%E6%AC%A1%E7%AC%AC%E3%81%A0-%E6%AC%A1%E7%AC%AC%E3%81%A7,https://bunpro.jp/fr/grammar_points/%E6%AC%A1%E7%AC%AC%E3%81%A0-%E6%AC%A1%E7%AC%AC%E3%81%A7,https://bunpro.jp/ja/grammar_points/%E6%AC%A1%E7%AC%AC%E3%81%A0-%E6%AC%A1%E7%AC%AC%E3%81%A7
N2,Leçon 3,Limites et Restrictions,13/24,次第に,Gradually,"Progressivement, Peu à peu",https://bunpro.jp/grammar_points/%E6%AC%A1%E7%AC%AC%E3%81%AB,https://bunpro.jp/fr/grammar_points/%E6%AC%A1%E7%AC%AC%E3%81%AB,https://bunpro.jp/ja/grammar_points/%E6%AC%A1%E7%AC%AC%E3%81%AB
N2,Leçon 3,Limites et Restrictions,14/24,～てこそ,"Only if, Because, Unless","Seulement si, Uniquement parce que",https://bunpro.jp/grammar_points/-%E3%81%A6%E3%81%93%E3%81%9D,https://bunpro.jp/fr/grammar_points/-%E3%81%A6%E3%81%93%E3%81%9D,https://bunpro.jp/ja/grammar_points/-%E3%81%A6%E3%81%93%E3%81%9D
N2,Leçon 3,Limites et Restrictions,15/24,を問わず,"Regardless of, Whether or not",Peu importe,https://bunpro.jp/grammar_points/%E3%82%92%E5%95%8F%E3%82%8F%E3%81%9A,https://bunpro.jp/fr/grammar_points/%E3%82%92%E5%95%8F%E3%82%8F%E3%81%9A,https://bunpro.jp/ja/grammar_points/%E3%82%92%E5%95%8F%E3%82%8F%E3%81%9A
N2,Leçon 3,Limites et Restrictions,16/24,より仕方がない,"There is no choice but, Inevitable",Il n'y a pas d'autre choix,https://bunpro.jp/grammar_points/%E3%82%88%E3%82%8A%E3%81%97%E3%81%8B%E3%81%9F%E3%81%8C%E3%81%AA%E3%81%84,https://bunpro.jp/fr/grammar_points/%E3%82%88%E3%82%8A%E3%81%97%E3%81%8B%E3%81%9F%E3%81%8C%E3%81%AA%E3%81%84,https://bunpro.jp/ja/grammar_points/%E3%82%88%E3%82%8A%E3%81%97%E3%81%8B%E3%81%9F%E3%81%8C%E3%81%AA%E3%81%84
